id,reviewId,creationDate,criticName,isTopCritic,publicatioName,reviewUrl,reviewText
elvis,102711995,2022-07-24,Cameron Meier,False,MeierMovies.com,https://www.meiermovies.com/elvis/,&#8220;Wise men say only fools rush in&#44;&#8221; Elvis Presley sang&#46; Director Baz Luhrmann should have taken those words to heart&#44; as almost all he does in Elvis&#44; his new whirlwind of a musical bio-pic&#44; is rush&#46; 
ant_man_and_the_wasp_quantumania,102779501,2023-02-14,Eric Eisenberg,False,CinemaBlend,https://www.cinemablend.com/movies/ant-man-and-the-wasp-quantumania-review,&#91;A&#93; blockbuster that&#8217;s never compelling for more than five minutes at a time and has nothing original or special to contribute to the superhero genre&#46;
captain_marvel,2564777,2019-03-07,Christopher Lloyd,False,The Film Yap,http://www.thefilmyap.com/movies/captain-marvel/,An uneven but passionate and energetic introduction for a figure some have called the most powerful hero in the MCU.
batman_v_superman_dawn_of_justice,2316730,2016-03-25,Sean Burns,False,Spliced Personality,https://splicedpersonality.wordpress.com/2016/03/25/batman-v-superman-dawn-of-justice/,"The movie has a bullying, hostile tone that comes through in the surly performances, a callous indifference to innocents killed and the general philosophical disposition of a teenager who just discovered Nietzsche after being grounded."
dune_2021,2837916,2021-11-06,Linda and Al Lerner,False,Movies and Shakers,https://moviesandshakers.com/dune/,"This updated, fresh, fully conceptualized adaptation of Frank Herbert's bestseller is a swashbuckling futuristic interplanetary epic. Writer/Director Denis Villeneuve finally brings a long pandemic delayed version of a very complicated tale..."
once_upon_a_time_in_hollywood,2616362,2019-08-16,Michael J. Casey,False,Boulder Weekly,https://www.boulderweekly.com/entertainment/screen/only-in-dreams/,Only in dreams.
star_wars_the_last_jedi,2442277,2017-12-12,Dave Schilling,False,Birth.Movies.Death.,http://birthmoviesdeath.com/2017/12/12/star-wars-the-last-jedi-review-the-star-wars-film-that-finally-lives-up-to,"A more complicated visit to a galaxy far far away, one that manages to be a great stand-alone adventure in its own right."
ant_man_and_the_wasp_quantumania,102780414,2023-02-16,Marcelo Stiletano,False,La Nación (Argentina),https://www.lanacion.com.ar/espectaculos/cine/estrenos-de-cine-ant-man-and-the-wasp-quantumania-presenta-a-la-nueva-victima-del-multiverso-de-nid16022023/,"... this new adventure isn't as fun as the previous ones, it works only as by-the-book entertainment with more muscles than brains. [Full review in Spanish]"
thor_love_and_thunder,102709081,2022-07-14,Kate Rodger,False,Newshub (NZ),https://www.newshub.co.nz/home/entertainment/2022/07/review-thor-love-and-thunder-is-another-classic-thor-adventure.html,"Thor is not a perfect film, but for me, it was the perfect two hours my cinematic soul wanted and needed."
mission_impossible_fallout,2493520,2018-07-27,Frank Wilkins,False,Reel Reviews,http://reelreviews.com/mission-impossible-fallout-movie-review,"A ticking time bomb of harrowing action, frazzled nerves, and edge-of-your-seat mystery. But, at the same time, it is way too long and its plot far too complex and convoluted"
ant_man_and_the_wasp_quantumania,102779523,2023-02-14,Alex Flood,False,NME,https://www.nme.com/reviews/film-reviews/ant-man-and-the-wasp-quantumania-review-kang-3398265,Paul Rudd and Evangeline Lilly might be first-billed on the poster&#44; but this is undeniably the Jonathan Majors show &#8211; did Marvel just find its next great villain&#63;
ready_player_one,2467554,2018-03-28,Soren Andersen,True,Seattle Times,https://www.seattletimes.com/entertainment/movies/ready-player-one-the-hunt-is-on-in-steven-spielbergs-overloaded-spectacle/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_movies,"I've seen ""Ready Player One,"" and now my eyeballs need a vacation."
ant_man_and_the_wasp_quantumania,102780001,2023-02-15,Joe Passmore,False,Attitude,https://www.attitude.co.uk/culture/film-tv/ant-man-and-the-wasp-in-quantumania-review-marvel-kick-off-phase-5-with-an-energetic-but-uneven-start-425606/,Michelle Pfeiffer and Jonathan Majors really shine despite a frustratingly uneven script
star_wars_the_last_jedi,2570597,2019-03-26,Nicolás Ruiz,False,Código espagueti,https://codigoespagueti.com/resenas/star-wars-the-last-jedi/,Star Wars: The Last Jedi is a complete shift for the Star Wars saga and a brave reinvention of the jedi mythos. [Full review in Spanish]
spider_man_no_way_home,2846556,2021-12-14,Kristy Puchko,True,Mashable,https://mashable.com/article/spider-man-no-way-home-review,"It's not only an enthralling thrill ride, not only a celebration of Spidey fandom, not only a rousing adventure but also an emotionally riveting drama that doesn't pull its punches."
the_front_runner_2018,2533170,2018-11-16,Richard Roeper,True,Chicago Sun-Times,https://chicago.suntimes.com/entertainment/front-runner-review-movie-gary-hart-hugh-jackman-richard-roeper/,"""The Front Runner"" doesn't hit us over the head with parallels to today's political and media world. It doesn't have to."
captain_america_civil_war,2325589,2016-05-06,Michael Burgin,False,Paste Magazine,http://www.pastemagazine.com/articles/2016/05/captain-america-civil-war.html,Civil War maintains the same balance of action and significant (if brief) character development/interaction that made Winter Soldier so enjoyable.
dunkirk_2017,2405957,2017-07-21,Rob Thomas,False,"Capital Times (Madison, WI)",http://host.madison.com/ct/entertainment/movies/movie-review-dunkirk-is-a-harrowing-and-surprisingly-experimental-war/article_7d3ddcff-113b-5045-8e4d-0571d1841fde.html?utm_source=dlvr.it&utm_medium=twitter,"The brilliant, unconventional structure adds to the immersive nature of ""Dunkirk,"" reinforcing the sense that the war is everywhere, that characters who haven't even met make decisions with life-or-death consequences for each other."
taken_3,2241516,2015-01-08,Frank Swietek,False,One Guy's Opinion,http://www.oneguysopinion.com/taken-3/,"Just another extended chase movie, one far longer--and sillier--than a Road Runner cartoon."
wonder_woman_1984,2751333,2020-12-15,JimmyO,False,JoBlo's Movie Network,https://www.joblo.com/movie-news/wonder-woman-1984-review,"Wonder Woman 1984 is something special. From its breathtaking opening sequence to the refreshingly original final act, there is much to rejoice in."
black_panther_2018,2554358,2019-02-03,Carla Renata,False,The Curvy Film Critic,https://wp.me/p2v8yf-38H,"Ryan Coogler has permanently stitched himself into the Hollywood fabric as one of the most innovative directors stretching across multiple genres. What Coogler does with Black Panther is inspiring, admirable and transformative."
avatar_the_way_of_water,102763364,2022-12-22,Nick Johnston,False,Vanyaland,https://vanyaland.com/2022/12/14/avatar-the-way-of-water-review-worth-the-10-year-wait/,"[Cameron] is once again unparalleled at presenting us with an ecological and ethnographic survey of a fictional world that is, like the whole concept, familiar and yet novel."
la_la_land,2366579,2016-12-09,Betty Jo Tucker,False,ReelTalk Movie Reviews,http://www.reeltalkreviews.com/browse/viewitem.asp?type=review&id=5924,"A modern love story filmed in a style reminiscent of glorious classic musicals, 'La La Land' emerges as a bittersweet treat for the eyes, the ears and the heart."
aladdin,2589054,2019-05-22,A.O. Scott,True,New York Times,https://www.nytimes.com/2019/05/22/movies/aladdin-review.html,"The movie itself, while not entirely terrible - a lot of craft has been purchased, and even a little art - is pointless in a particularly aggressive way."
eternals,2836975,2021-11-04,Travis Hopson,False,Punch Drunk Critics,https://punchdrunkcritics.com/2021/11/review-eternals/,"While it ultimately gives in to the demands of the MCU,Eternalsstrives to be more than just another superhero movie. It's the reason why it has won me over, and may be the reason why it won't work for others."
wonder_woman_2017,2566513,2019-03-12,Rachel Wagner,False,rachelsreviews.net,https://54disneyreviews.com/2017/06/02/wonder-woman-review/,Congrats to Patty Jenkins and everyone involved for finally giving me a blockbuster I actually cared about! Thank you!
birds_of_prey_2020,2668367,2020-02-10,Greg Carlson,False,Vague Visages,https://vaguevisages.com/2020/02/08/review-cathy-yans-birds-of-prey/,"As proof of concept for Harley Quinn's ability to control center stage, Birds of Prey works..."
ant_man_and_the_wasp_quantumania,102779550,2023-02-14,Molly Freeman,False,Screen Rant,https://screenrant.com/ant-man-and-the-wasp-quantumania-2023-movie-reviews/,Ant-Man and the Wasp&#58; Quantumania is a solid start to the MCU&apos;s Phase 5&#44; working well to serve Scott Lang&apos;s story and introduce the menacing Kang&#46;&#10;&#10;
ant_man_and_the_wasp,2586401,2019-05-15,Federico Furzan,False,Cinelipsis,https://cinelipsis.com/2019/05/07/critica-cine-ant-man-and-the-wasp-2018/,"Even when following a guideline that serves a big purpose, this sequel manages to stay fresh with its quick paced script and dosed humour. [Full review in Spanish]."
ready_player_one,2467452,2018-03-27,Chris Hunneysett,False,Daily Mirror (UK),https://www.mirror.co.uk/tv/tv-reviews/ready-player-one-review-steven-12227775,"Demonstrating his enduring ability to entertain while embracing the latest technology and remaining relevant to a modern audience, Spielberg proves he's still Hollywood's number one player."
parasite_2019,2672549,2020-02-26,Tessa Smith,False,Mama's Geeky,https://mamasgeeky.com/2020/02/did-parasite-deserve-oscars.html,"Parasite surprised me over and over. I constantly had no idea what was going to happen next. But what did happen, was amazing and extremely well done."
star_wars_episode_vii_the_force_awakens,2465168,2018-03-16,Fico Cangiano,False,CineXpress,http://cinexpresspr.com/site/2015/12/18/resena-star-wars-the-force-awakens/,"The Star Wars film we needed (a palate cleanser). Funny, full of action and lots of feels, this new entry achieves great balance between nostalgia and novelty. [Full review in Spanish]"
knives_out,2699194,2020-06-26,Brent McKnight,False,The Last Thing I See,https://www.thelastthingisee.com/2019/11/knives-out-2019-movie-review.html,"The sheer charisma of the actors, all working at a high level and having a damn good time, propels the movie and makes it truly special."
star_wars_the_rise_of_skywalker,2657555,2020-01-03,David 'Mad Dog' Bradley,False,Adelaide Review,https://www.adelaidereview.com.au/arts/cinema/2019/12/19/film-review-star-wars-the-rise-of-skywalker/,"It all feels just a little underwhelming, but John Williams' done-to-death score swells to hopefully convince you that you are indeed having an awesome experience, and [Daisy] Ridley, in particular, acts her heart out."
taken_3,2763220,2021-02-02,Richard Crouse,False,Richard Crouse,http://www.richardcrouse.ca/taken-3-1-star-its-audiences-that-get-brutalized-in-taken-3/,"We don't go to the Taken movies to see great art, we go to have a good time at the movies. Unfortunately, this time around, that pleasure has been ""taken"" from us."
the_lion_king_2019,2605704,2019-07-16,Sandie Angulo Chen,False,Common Sense Media,https://www.commonsensemedia.org/movie-reviews/the-lion-king,"Visually stunning remake is darker, more violent."
the_batman,102662391,2022-02-28,David Gonzalez,False,The Cinematic Reel,https://thecinematicreel.com/the-batman/,Batman &#40;1989&#41; walked so&#160;The Dark Knight&#160;could run&#44; and now&#160;The Batman&#160;flies its way into the pantheon of comic book film transcendence&#46;
taken_3,2310947,2016-02-25,John Fink,False,The Film Stage,http://thefilmstage.com/reviews/review-taken-3/,Taken 3 isn't a bad time; it's often laughable without veering totally into self-parody.
cruella,2811339,2021-08-05,Erick Estrada,False,Cinegarage,https://www.patreon.com/posts/cruella-critica-51716631,Emma Stone is undoubtedly the best part about this movie. 
ant_man_and_the_wasp_quantumania,102780416,2023-02-16,Mathew DeKinder,False,Mat's Entertainment,https://matsentertainment.com/lets-get-weird-with-ant-man-and-the-wasp-quatumania/,The future of the MCU is as uncertain as ever&#44; but &#8220;Quantumania&#8221; has the train back up on the tracks and &#40;hopefully&#41; headed in the right direction&#46;
avengers_infinity_war,2473324,2018-04-25,Roger Moore,False,Movie Nation,https://rogersmovienation.com/2018/04/25/movie-review-avengers-infinity-war-isnt-actually-infinitely-long/,"Maybe ""Deadpool 2"" will be better..."
ant_man_and_the_wasp,2491385,2018-07-18,Tim Robey,True,Daily Telegraph (UK),https://www.telegraph.co.uk/films/0/ant-man-wasp-review-marvels-small-scale-superheroes-next-door/,"A Marvel film giving off the repeated vibe that in some other space and time, Pixar might have made it."
arrival_2016,2361163,2016-11-10,Matt Neal,False,ABC Radio (Australia),https://movies8mylife.blogspot.com.au/2016/11/arrival.html,Remember all that crap at the end of Interstellar where it tried to get clever but failed horribly? This pulls it off.
captain_america_civil_war,2429777,2017-10-24,Matthew Bond,False,The Mail on Sunday (UK),http://www.dailymail.co.uk/home/event/article-3563226/Kap-ouch-s-swarming-warring-superheroes-Captain-America-sequel-like-punch-five-star-original.html,"Captain America: Civil War is very much a sequel to Winter Soldier but, regrettably, too long, tryingly complicated and it takes the best part of 75 minutes before it breaks into anything resembling comic exuberance."
wonder_woman_1984,2751311,2020-12-15,Katie Smith-Wong,False,Flick Feast,https://www.flickfeast.co.uk/reviews/film-reviews/wonder-woman-1984-2/,"Overall, Wonder Woman 1984 set its sights high in the sky. Gadot, Jenkins and Wiig are on board but it essentially struggles to find its wings."
three_billboards_outside_ebbing_missouri,2426821,2017-10-13,Emma Simmonds,False,The List,https://film.list.co.uk/article/96500-three-billboards-outside-ebbing-missouri/,"It's all about McDormand - truly a performer you can build a whole film around, and one who can whisk a scene away from even her most seasoned peers."
joker_2019,2660111,2020-01-14,Derek Deskins,False,Edge Media Network,https://www.edgemedianetwork.com/entertainment/movies/reviews//285200,"To celebrate ""Joker"" as the best of the year is akin to telling your friends of all the celebrities you met while walking through Madame Tussauds. It isn't and you didn't."
taken_3,2522072,2018-10-24,Aaron Peterson,False,The Hollywood Outsider,https://www.thehollywoodoutsider.com/taken-3-film-review/,"[Taken 3] is as clichéd and flawed an action vehicle as I have seen in some time, and when it came to a close I was just glad to finally see it end."
jojo_rabbit,2623543,2019-09-09,Chris Evangelista,False,Slashfilm,https://t.co/dwV2Jjgz0r,"There's some sort of strange magic residing in Taika Waititi's Jojo Rabbit, a film that really shouldn't work - but does, with remarkable results."
batman_v_superman_dawn_of_justice,2316108,2016-03-22,Jon Lyus,False,HeyUGuys,http://www.heyuguys.com/batman-v-superman-dawn-of-justice-review/,"An action-packed and epic start to the DC Films Universe, Batman v Superman will have you grinning from ear to ear from start to finish."
widows_2018,2550696,2019-01-24,Amanda Greever,False,The Daily Times (Tennessee),https://www.thedailytimes.com/columns/amanda_greever/review-widows-less-of-a-heist-thriller-than-a-potboiler/article_cc89da02-d800-59ba-b8a6-62203d689224.html,It is a slow character study that didn't really tell us anything about the characters in the film.
ant_man_and_the_wasp_quantumania,102780028,2023-02-15,Olly Richards,True,Time Out,https://www.timeout.com/movies/ant-man-and-the-wasp-quantumania-2023,"Marvel’s mini-hero is back in a movie that’s all scale, no fun.  "
taken_3,2300345,2015-12-18,Norman Wilner,False,NOW Toronto,,"There is no redeeming value to Taken 3. We don't get the satisfaction of a well-made action movie, the pleasure of elaborate stunt work or the pure joy of watching Liam Neeson badass his way through a bunch of heavies."
spider_man_homecoming,2403825,2017-07-07,Mike McGranaghan,False,Aisle Seat,http://aisleseat.com/spiderman-homecoming,"Spider-Man: Homecoming isn't really a Spider-Man movie. It's a Peter Parker movie, and that turns out to be an incredibly good thing."
roma_2018,2537175,2018-12-04,Jonathan W. Hickman,False,Daily Film Fix,https://dailyfilmfix.com/?p=6490,"Few films this year impacted me more than ""Roma."""
a_star_is_born_2018,102759231,2022-12-08,Brian T. Carney,False,Washington Blade,https://www.washingtonblade.com/2018/10/04/a-star-is-born-review/,Gaga’s performances always sizzle. Her bond with the audience is palpable and her joy in entertaining is apparent in every note.
the_front_runner_2018,2536995,2018-12-03,Diana Saenger,False,ReviewExpress.com,http://reviewexpress.com/review.php?rv=1914,"Hugh Jackman takes a large leap playing Gary Hart, a Democrat Colorado senator in 1984 who lost in the primaries, but has not given up."
thor_ragnarok_2017,2428486,2017-10-19,Drew McWeeny,False,The Tracking Board,http://www.tracking-board.com/thor-review-taika-waititi-brings-absurd-earnest-fun-to-the-mcu/,"One thing about Taika Waititi is evident: he is 100% worthy, and the power of Thor is his."
suicide_squad_2016,2748670,2020-12-05,Mike Massie,False,Gone With The Twins,http://gonewiththetwins.com/new/suicide-squad-2016/,It's baffling that this movie struggled with its storyline to such a distressing degree.
solo_a_star_wars_story,2481043,2018-05-29,Sebastian Zavala Kahn,False,Cinencuentro,https://www.cinencuentro.com/2018/05/28/critica-han-solo-una-historia-de-star-wars/,"A modest yet fun movie full of energetic action sequences, great special effects and efficient performances. [Full review in Spanish]"
wonder_woman_2017,2397605,2017-06-02,Peter Rainer,True,Christian Science Monitor,http://www.csmonitor.com/The-Culture/Movies/2017/0602/Wonder-Woman-has-a-frisky-friendly-spirit,"It's overlong at 141 minutes and suffers from too much origin story exposition and middling CGI effects, but it has a frisky, friendly spirit that perfectly aligns with its wide-eyed lead actress, Gal Gadot."
parasite_2019,2623087,2019-09-07,Chris Bumbray,False,JoBlo's Movie Network,https://www.joblo.com/movie-news/review-parasite-tiff-2019,Delicious social satire from a master of the genre.
nope,102710647,2022-07-20,Richard Roeper,True,Chicago Sun-Times,https://chicago.suntimes.com/movies-and-tv/2022/7/20/23270974/nope-review-jordan-peele-movie-daniel-kaluuya-keke-palmer-steven-yeun-michael-wincott,"Jordan Peele’s masterfully audacious, wickedly funny and utterly outlandish sci-fi horror fable Nope is a classic example of a bold and original film that pays homage to a seemingly endless stream of great movies and yet is more than the sum of its parts."
ant_man_and_the_wasp_quantumania,102779550,2023-02-14,Molly Freeman,False,Screen Rant,https://screenrant.com/ant-man-and-the-wasp-quantumania-2023-movie-reviews/,Ant-Man and the Wasp&#58; Quantumania is a solid start to the MCU&apos;s Phase 5&#44; working well to serve Scott Lang&apos;s story and introduce the menacing Kang&#46;&#10;&#10;
