ImagePath,Species,City,StationID
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/11th-deployment/2021-09-29-17-57-33.jpg,WATERBUCK,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/18th-deployment/2021-11-16-06-11-54.jpg,WATERBUCK,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-20-12.jpg,IMPALA,Nakuru,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-18-27-30.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-27-29.jpg,WARTHOG,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/OpenMV_images/snapshot_20191083563242.jpg,ZEBRA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-34-09.jpg,IMPALA,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-14-06-03-04.jpg,IMPALA,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-41-54.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-18-49.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/16th-deployment/2021-10-22-16-26-15.jpg,IMPALA,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-15-18-14-14.jpg,ZEBRA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-38-46.jpg,WARTHOG,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-26-07.jpg,IMPALA,Kisumu,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-25-35.jpg,WARTHOG,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-35-04.jpg,IMPALA,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-09-44.jpg,IMPALA,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/5th-deployment/2021-08-08-10-27-43.jpg,MONKEY,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-35-36.jpg,IMPALA,Nakuru,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-17-15-02-44.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-29-22.jpg,IMPALA,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-33-44.jpg,IMPALA,Mombasa,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-18-04-39.jpg,IMPALA,Eldoret,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-18-06-16-11.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-37-26.jpg,WARTHOG,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-34-01.jpg,WARTHOG,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-19-05.jpg,IMPALA,Kisumu,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-43-43.jpg,IMPALA,Nakuru,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/28th-deployment/2021-12-26-17-21-00.jpg,WATERBUCK,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-10-18.jpg,WARTHOG,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-18-29-22.jpg,IMPALA,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-15-02-25.jpg,IMPALA,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-31-12.jpg,IMPALA,Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-16-30.jpg,WARTHOG,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-19-13.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-25-15-01-51.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-46-45.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-54-45.jpg,BUSHBUCK,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/30th-deployment/2021-12-23-18-33-09.jpg,WATERBUCK,Nairobi,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/OpenMV_images/snapshot_201910834856142.jpg,ZEBRA,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-59-25.jpg,IMPALA,Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-04-00.jpg,"IMPALA, WARTHOG",Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-08-03-05.jpg,IMPALA,Nakuru,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-08-12-33.jpg,IMPALA,Eldoret,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/28th-deployment/2021-12-25-16-44-47.jpg,WATERBUCK,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/11th-deployment/2021-09-29-13-36-35.jpg,MONKEY,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-08-07.jpg,"IMPALA, WARTHOG",Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-18-39.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/OpenMV_images/snapshot_20191083433438.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-18-29-22.jpg,WATERBUCK,Mombasa,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/13th-deployment/2021-10-14-10-41-34.jpg,WARTHOG,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-47-25.jpg,IMPALA,Nakuru,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-34-01.jpg,IMPALA,Mombasa,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-17-57-58.jpg,IMPALA,Nairobi,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-40-37.jpg,IMPALA,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-48-20.jpg,IMPALA,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-18-33-01.jpg,IMPALA,Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/21st-deployment/2021-11-30-16-26-50.jpg,IMPALA,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-15-06-03.jpg,"IMPALA, WARTHOG",Nakuru,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-23-55.jpg,IMPALA,Eldoret,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-30-30.jpg,"IMPALA, ZEBRA",Eldoret,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/26th-deployment/2021-12-16-15-31-48.jpg,IMPALA,Mombasa,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/5th-deployment/2021-08-08-10-39-19.jpg,MONKEY,Mombasa,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-38-13.jpg,IMPALA,Mombasa,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-56-23.jpg,IMPALA,Mombasa,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/10th-deployment/2021-09-22-15-10-15.jpg,MONKEY,Kisumu,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-18-13-19.jpg,IMPALA,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-37-56.jpg,IMPALA,Nairobi,Station_D
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-08-06-49.jpg,IMPALA,Mombasa,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-24-07-34-34.jpg,IMPALA,Nakuru,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/22nd-deployment/2021-12-08-17-56-20.jpg,IMPALA,Eldoret,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/28th-deployment/2021-12-25-16-45-38.jpg,WATERBUCK,Nairobi,Station_C
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-53-33.jpg,IMPALA,Eldoret,Station_A
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/14th-deployment/2021-10-14-17-19-04.jpg,IMPALA,Nakuru,Station_B
/home/jiale/SemBench/files/animals/source_data/hypnotu/dsail-porini/versions/2/DSAIL-Porini Annotated camera trap images of wildlife species from a conservancy in Kenya/RaspberryPi_images/29th-deployment/2021-12-23-17-45-14.jpg,IMPALA,Kisumu,Station_B
