row_id,image_filename,image_filepath
31,0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
32,0c4343c6a5d23bda1683dfcef93bed91.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c4343c6a5d23bda1683dfcef93bed91.jpg
33,0cde0f78aff5d45d78caf0efaf7b36a7.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cde0f78aff5d45d78caf0efaf7b36a7.jpg
34,0cebda1db882c5a7e05ef0a74896a2bb.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cebda1db882c5a7e05ef0a74896a2bb.png
35,0d0f2a93e4ca9151cfc7401af64bddae.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d0f2a93e4ca9151cfc7401af64bddae.png
36,0b5d7b5f35eb4db98b31bc313f4e2eed.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b5d7b5f35eb4db98b31bc313f4e2eed.jpg
37,0ad0549c960e11bc60508056fb6d7f4a.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ad0549c960e11bc60508056fb6d7f4a.jpg
38,0c9f9e2b413108d55fe5815b38403852.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c9f9e2b413108d55fe5815b38403852.png
39,0cfba379987ad6edf20135cf106632f5.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cfba379987ad6edf20135cf106632f5.jpg
40,00d3fb067c30fb0fdbe9ab5779b297c5.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00d3fb067c30fb0fdbe9ab5779b297c5.jpg
41,0bc757a3f0e219dbd49307b224cff6bd.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bc757a3f0e219dbd49307b224cff6bd.jpg
42,0b1eaf0cadce1b185f1c1e179b406eef.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b1eaf0cadce1b185f1c1e179b406eef.jpg
43,0a9a20c1ee2a00eb504b22ef77b6dd31.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a9a20c1ee2a00eb504b22ef77b6dd31.jpg
44,0bba79d4eec60537f1abb64c624e8341.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bba79d4eec60537f1abb64c624e8341.jpg
45,0bc7fba048c6f2101ab32ec02df0843c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bc7fba048c6f2101ab32ec02df0843c.jpg
46,00e045cfe25f58c8ccc98fb93bde189d.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00e045cfe25f58c8ccc98fb93bde189d.jpg
47,0a185b6389ce9219c35af51be1b2af0b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a185b6389ce9219c35af51be1b2af0b.jpg
48,0e3bd1f5e63abf955b3f902bdc0add68.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e3bd1f5e63abf955b3f902bdc0add68.jpg
49,0ab56c64ba191cc6243eb166fd986990.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ab56c64ba191cc6243eb166fd986990.png
50,0caf5d289498683b81aa216ee99c251e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0caf5d289498683b81aa216ee99c251e.jpg
51,0a540160a07d22d30870eecf775ee143.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a540160a07d22d30870eecf775ee143.jpg
52,0c13d19b7001530ef05c0650ee76fa1a.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c13d19b7001530ef05c0650ee76fa1a.jpg
53,0d8783b46c0702444093ab357626f8e0.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d8783b46c0702444093ab357626f8e0.jpg
54,0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg
55,0b257df73db814fb68466eea04b0e824.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b257df73db814fb68466eea04b0e824.png
56,0b94ab1e7b50729b234c7e42fe1bf671.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b94ab1e7b50729b234c7e42fe1bf671.jpg
57,0bf9765eedd342330a29038a7f8c3542.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bf9765eedd342330a29038a7f8c3542.jpg
58,0b6540bb760c7b43330ea253b971758c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b6540bb760c7b43330ea253b971758c.jpg
59,0be5c155477ea5484d7847c1c24b8bc6.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0be5c155477ea5484d7847c1c24b8bc6.jpg
60,0c323c8f9d0aff3614ce16bd927a0061.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c323c8f9d0aff3614ce16bd927a0061.jpg
61,0a90891a0035fff9b35ddff1a9f1e736.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a90891a0035fff9b35ddff1a9f1e736.jpg
62,0e9eee4e305d36daecb112362ff0149f.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e9eee4e305d36daecb112362ff0149f.jpg
63,0e41e0796e07aa895a431a598b08d6f3.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e41e0796e07aa895a431a598b08d6f3.jpg
64,0a86139ce572199fc2407a51d137639c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a86139ce572199fc2407a51d137639c.jpg
65,0bf8dc8a2ea59458ce518928642251a6.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bf8dc8a2ea59458ce518928642251a6.jpg
66,0af228e1aaedd5e1eb72a73dd8985d78.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0af228e1aaedd5e1eb72a73dd8985d78.jpg
67,0e55b397c7770893544eb92ddc680b23.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e55b397c7770893544eb92ddc680b23.jpg
68,0ad6976276e37b2e25cd77de05c58859.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ad6976276e37b2e25cd77de05c58859.jpg
69,0c9b4d169ebf6db45752c66ad16f568c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c9b4d169ebf6db45752c66ad16f568c.jpg
70,0b7b1e2bb45373134a4c1e94dd7ee85e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b7b1e2bb45373134a4c1e94dd7ee85e.jpg
71,0ace252849f2dbe45c43ace238dccc57.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ace252849f2dbe45c43ace238dccc57.jpg
72,0bde9daca464a83ed19aa251c5c9d276.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bde9daca464a83ed19aa251c5c9d276.png
73,0b3b608ba2bf35865660df51510e8fe1.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b3b608ba2bf35865660df51510e8fe1.jpg
74,0c848cd78eb513064986821462edaf36.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c848cd78eb513064986821462edaf36.jpg
75,0df8d08ece85cc46df12864fc92bcd4d.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0df8d08ece85cc46df12864fc92bcd4d.jpg
76,0aa3794a64a4e5a965406bf7eec17f23.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0aa3794a64a4e5a965406bf7eec17f23.jpg
77,0caea82833847901713af2a8332aef82.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0caea82833847901713af2a8332aef82.png
78,0a7ad777907100af0e692c9675b7c9f9.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a7ad777907100af0e692c9675b7c9f9.jpg
79,0b090c757366cb2a60cb9a81c4a08357.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b090c757366cb2a60cb9a81c4a08357.jpg
80,0a46a0d1a9d47aeb7f049f8460489929.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a46a0d1a9d47aeb7f049f8460489929.jpg
81,00d920747d007172036e53c5b5206de6.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00d920747d007172036e53c5b5206de6.jpg
82,0ae33ebeef3b42eb5d00d948a54e08d7.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ae33ebeef3b42eb5d00d948a54e08d7.jpg
83,0d57cde3e759a3769004e31750c1c020.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d57cde3e759a3769004e31750c1c020.jpg
84,0ba22c5e934592d718f1ff9087bf6161.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ba22c5e934592d718f1ff9087bf6161.jpg
85,0e4fc151817888f808b35fae241e907e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e4fc151817888f808b35fae241e907e.jpg
86,0bbeaa200b1723e3b955141ae0f5bc50.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bbeaa200b1723e3b955141ae0f5bc50.jpg
87,0ba70385803180d154e84dacb7d000da.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ba70385803180d154e84dacb7d000da.jpg
88,0c52006c9bcaf332468ce660c5921dc3.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c52006c9bcaf332468ce660c5921dc3.png
89,0a02b6a8504630262223d21f801161b9.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a02b6a8504630262223d21f801161b9.png
90,00a9b104e3a2d849ea832403d4ff9d26.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00a9b104e3a2d849ea832403d4ff9d26.jpg
91,0e3ed4e38852a0cef84ee94fb88d38fe.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e3ed4e38852a0cef84ee94fb88d38fe.jpg
92,0daa6f5da597d556af96f2490e396b93.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0daa6f5da597d556af96f2490e396b93.jpg
93,00de735c3356e632af94678c77f57c18.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00de735c3356e632af94678c77f57c18.jpg
94,0bb9db4e1d4abdfcf6e9f7c5ed19da75.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bb9db4e1d4abdfcf6e9f7c5ed19da75.jpg
95,0cb5e772ffd753bd3df08aa157692540.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cb5e772ffd753bd3df08aa157692540.jpg
96,0d6293c5fac813c240e7efd3b1d59d1a.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d6293c5fac813c240e7efd3b1d59d1a.png
97,0c7303f1d7606f4383d17ca3e5ce5463.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c7303f1d7606f4383d17ca3e5ce5463.png
98,0c244e2fecb4d1098913decf55571005.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c244e2fecb4d1098913decf55571005.jpg
99,0e372ef850391ab72ed5ae8bdedc90bb.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
100,00c604a9243ff81e5f429f7c23354b8e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00c604a9243ff81e5f429f7c23354b8e.jpg
101,0a2d8ac6edaaa1f1e0342363e27ee7f0.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a2d8ac6edaaa1f1e0342363e27ee7f0.jpg
102,0cf1c096b3b8ed26c0ee28078e68d693.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cf1c096b3b8ed26c0ee28078e68d693.jpg
103,0cb9414197494feedcd71b646c8c84cb.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cb9414197494feedcd71b646c8c84cb.jpg
104,0bccae18d1bc23b9e560891520b2c3dd.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bccae18d1bc23b9e560891520b2c3dd.jpg
105,0caf09a1166b2aae07b4d0f67568c404.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0caf09a1166b2aae07b4d0f67568c404.jpg
106,0bf1db90f5c2d5b1cf27a0e17903befc.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bf1db90f5c2d5b1cf27a0e17903befc.jpg
107,0bb4259d87a18c9ce93b3ee97497b86b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bb4259d87a18c9ce93b3ee97497b86b.jpg
108,0a7fd4894ca972346066541d16faea1b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a7fd4894ca972346066541d16faea1b.jpg
109,0d93f6149ee75e1da81b020b1f9ac0a6.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d93f6149ee75e1da81b020b1f9ac0a6.jpg
110,0d57fcbf24c5b224b4a08e03b62163b9.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d57fcbf24c5b224b4a08e03b62163b9.png
111,0b2f0e71160a677629f5993736225978.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b2f0e71160a677629f5993736225978.jpg
112,0e7eac2ad4785f63d08c3250039857f2.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e7eac2ad4785f63d08c3250039857f2.jpg
113,0dd7eba7b9d77d3dfd75e8bcedcda885.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0dd7eba7b9d77d3dfd75e8bcedcda885.png
114,0c078d3517c917ac586f1d79f0f7575c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c078d3517c917ac586f1d79f0f7575c.jpg
115,0b49088b135bd943a28b4af9e028fdd5.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b49088b135bd943a28b4af9e028fdd5.jpg
116,0a78db7f1436de9d89203eafb3b304a7.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a78db7f1436de9d89203eafb3b304a7.jpg
117,0df3be6f1bc935c171a9583bdb399211.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0df3be6f1bc935c171a9583bdb399211.jpg
118,0bea7385faf531b75fbd36e7769ee8ea.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bea7385faf531b75fbd36e7769ee8ea.jpg
119,0b4fe97acf7e5e48f321aadd2f7bbd3c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b4fe97acf7e5e48f321aadd2f7bbd3c.jpg
120,0d31d3afe2df2f43ad6acc67f24283a6.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d31d3afe2df2f43ad6acc67f24283a6.jpg
121,0b88f858fba6ff221f0eb09948ea9e5b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b88f858fba6ff221f0eb09948ea9e5b.jpg
122,0e5f3e283676560d6d04a79c9d1d8b4e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e5f3e283676560d6d04a79c9d1d8b4e.jpg
123,00c1d892abf59934f60b36821aae7bc6.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00c1d892abf59934f60b36821aae7bc6.jpg
124,00a5d23fa78de769d00d2ced7d067dbf.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/00a5d23fa78de769d00d2ced7d067dbf.jpg
125,0dd82dd6dec70831338aff8f5187449c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0dd82dd6dec70831338aff8f5187449c.jpg
126,0be0377b7ca314045eaadb4a16f0f93c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0be0377b7ca314045eaadb4a16f0f93c.jpg
127,0c1cec5ca5a6fb780a9cfa24d99132b1.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c1cec5ca5a6fb780a9cfa24d99132b1.jpg
128,0ab86dc3382e6bc3737f8125409da82d.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ab86dc3382e6bc3737f8125409da82d.jpg
129,0a80804cb39708dda23b78eadb0113d7.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a80804cb39708dda23b78eadb0113d7.jpg
130,0bb3c9bce5e30faaea8a4dd034048a3e.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0bb3c9bce5e30faaea8a4dd034048a3e.jpg
131,0cfd04b73da9952120b7407b3b457a4b.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0cfd04b73da9952120b7407b3b457a4b.jpg
132,0e03df46b994ac0cc243063b67b5ca25.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e03df46b994ac0cc243063b67b5ca25.jpg
133,0dd1e204dee106509d29927739e8379c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0dd1e204dee106509d29927739e8379c.jpg
134,0b66d210074be5881fea3324aacb6749.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b66d210074be5881fea3324aacb6749.jpg
135,0c9f5c3941016e3c894569ff96a62ae5.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c9f5c3941016e3c894569ff96a62ae5.jpg
136,0dfdd88b3997447152d8d2416dc80a0f.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0dfdd88b3997447152d8d2416dc80a0f.jpg
137,0b960f11a3770da3a8ab33a585fe290c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b960f11a3770da3a8ab33a585fe290c.jpg
138,0b455df848479c7b111be18512b3efd1.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b455df848479c7b111be18512b3efd1.jpg
139,0c1e7b43caf99b86bd3db14061c8cae3.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c1e7b43caf99b86bd3db14061c8cae3.jpg
140,0d91b3c4ed001ca496d9d7c5b4ec3ae2.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0d91b3c4ed001ca496d9d7c5b4ec3ae2.jpg
141,0c9a041aaba9704501eb67bdd323a76a.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0c9a041aaba9704501eb67bdd323a76a.png
142,0b91653886df11d874e5961bd356f7fe.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b91653886df11d874e5961bd356f7fe.png
143,0b8d0ac0e678bff5decc177f80b98d0c.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b8d0ac0e678bff5decc177f80b98d0c.png
144,0b9b06c9b1ab7e23f6cb7832e6d6e5ca.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0b9b06c9b1ab7e23f6cb7832e6d6e5ca.jpg
145,0a11ac1decd86a30357c342532652129.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a11ac1decd86a30357c342532652129.jpg
146,0ced7d86861944939c722bdd25337724.png,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0ced7d86861944939c722bdd25337724.png
147,0a259908f0d108cd11a98a884a10b33c.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0a259908f0d108cd11a98a884a10b33c.jpg
148,0e0c06f94e03be263a5500cfef889384.jpg,/home/tianji/MMBench-System/files/mmqa/data/files/mmqa/data_sf=200/images/0e0c06f94e03be263a5500cfef889384.jpg
