id,category
14738,Arrow
27542,Scullers
9449,John Miller
17557,Mark Taylor
21235,Highlander
37804,John Players
11026,Wrangler
33193,Sepia
10579,Puma
3479,ADIDAS
52140,Femella
10049,Puma
10470,Flying Machine
4921,Gini and Jony
9546,Nike
38543,Puma
14577,Vans
4133,Skechers
34077,Clarks
29248,ADIDAS
41227,Lotto
6100,Puma
48522,French Connection
14164,Belmonte
57761,Lotus Herbals
36063,OTLS
2670,Murcia
41256,Arrow
41239,Arrow
29957,CAT
40004,Park Avenue
7665,Wrangler
46466,Timex
53613,Q&Q
1583,Nabaiji
3756,Status Quo
50718,Doodle
34926,Fabindia
19356,Beyouty
36700,Nina Ricci
55441,Revlon
56684,Fabindia
8221,Fastrack
25116,Lino Perros
38682,Spice Art
37002,Lino Perros
5851,ADIDAS
35115,Allen Solly
21704,Fossil
29950,Police
16374,Peter England
31570,Mark Taylor
59968,Avirate
30932,Fabindia
28962,BIBA
30857,Fabindia
19825,U.S. Polo Assn.
29692,John Miller
48492,French Connection
45776,Remanika
10855,Wrangler
2607,ADIDAS
7006,s.Oliver
6958,s.Oliver
22886,Woodland
31218,Lotto
54519,F Sports
10037,Reebok
3312,Asics
38447,Baggit
39873,Catwalk
33097,catwalk
35807,Enroute
19024,Catwalk
14981,New Hide
28390,Idee
28425,Idee
37890,Happy Socks
19219,United Colors of Benetton
44980,Maxima Attivo
53603,Q&Q
4786,ADIDAS
4817,ADIDAS
26732,Reebok
34270,Fabindia
32720,Facit
44009,Police
58121,Rreverie
58611,ToniQ
48644,Lucera
58129,Rreverie
55015,Lakme
55951,Colorbar
3470,ADIDAS
52564,Mod'acc
36988,Lino Perros
53651,Kiara
50238,Stoln
25647,Fastrack
38013,Q&Q
28453,Urban Yoga
18735,Arrow Woman
17154,U.S. Polo Assn.
11710,Lee
12387,Reid & Taylor
16299,Peter England
20212,Wrangler
16910,Mr. Men
3351,Myntra
2842,Mr.Men
35645,U.S. Polo Assn.
41448,Lee Cooper
10638,Carlton London
3462,ADIDAS
25380,Levis
36619,Catwalk
20769,Carlton London
6302,Catwalk
17737,Puma
49001,Lucera
49092,Deborah
50693,Chromozome
21782,Fossil
24679,Fastrack
18345,Fila
18586,Puma
29202,Fila
18530,Chhota Bheem
29468,Giordano
40148,Gini and Jony
25503,Doodle
2035,ADIDAS
4038,Puma
54897,Do u speak green
37610,Madagascar3
6086,United Colors of Benetton
5359,Kipsta
52393,Red Rose
55052,Lakme
55423,Revlon
56486,Streetwear
30732,Fabindia
47074,Shree
15919,ADIDAS
1623,Reebok
20966,Fastrack
20412,Baggit
45111,Casio
16508,Locomotive
39388,Peter England
18197,Highlander
42524,Mother Earth
12135,Aurelia
43256,Aneri
33996,Femella
16470,Locomotive
17181,U.S. Polo Assn.
15317,Nike
19524,United Colors of Benetton
21124,s.Oliver
51458,Tonga
17922,Nike
1849,Inkfruit
4355,Batman
53126,Myntra
9885,Little Miss
6510,Red Tape
3827,Crocs
18479,Puma
46332,Reebok
22146,Lee Cooper
12692,Nike
8993,Puma
6651,Nike
57078,Elle
32846,Grendha
33110,Catwalk
11497,Catwalk
59772,Estelle
28589,Peter England
10599,Nike
35242,Manchester United
51145,Parx
53569,Q&Q
54621,Fastrack
4805,ADIDAS
57423,Angry Birds
5381,Quechua
26211,Perry Ellis
32551,Playboy
56113,Colorbar
55851,Colorbar
45994,Fabindia
52975,FNF
