id,category
5851,ADIDAS
58831,FCUK
59296,U.S. Polo Assn.
59547,None
59686,Avirate
59772,Estelle
6037,UCB
6064,United Colors of Benetton
6086,UCB
6100,Puma
6241,Lee
6302,Catwalk
6352,Crocs
6894,Forever New
6958,s.Oliver
7058,Nike
7460,Proline
7891,Proline
7935,Puma
7945,Puma
8103,ADIDAS
8284,Skechers
8402,ADIDAS
8419,doodle
8872,Mark Taylor
9390,Nike
9495,Puma
9546,Nike
9640,Indigo Nation
9885,Little Miss
9976,Nike
